<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2011.09.21	00:00:00	11428.0	11479.0	11075.0	11101.0	482	0	0
2011.09.22	00:00:00	11100.0	11111.0	10592.0	10780.0	719	0	0
2011.09.23	00:00:00	10780.0	10853.0	10546.0	10784.0	611	0	0
2011.09.25	00:00:00	10865.0	10894.0	10857.0	10886.0	393	0	0
2011.09.26	00:00:00	10722.0	11062.0	10634.0	11031.0	548	0	0
2011.09.27	00:00:00	11032.0	11372.0	11028.0	11188.0	533	0	0
2011.09.28	00:00:00	11189.0	11323.0	10998.0	11015.0	477	0	0
2011.09.29	00:00:00	11015.0	11273.0	10964.0	11177.0	457	0	0
2011.09.30	00:00:00	11176.0	11179.0	10876.0	10881.0	312	0	0
2011.10.02	00:00:00	10887.0	10920.0	10886.0	10911.0	450	0	0
2011.10.03	00:00:00	10894.0	10981.0	10579.0	10610.0	521	0	0
2011.10.04	00:00:00	10610.0	10823.0	10401.0	10771.0	684	0	0
2011.10.05	00:00:00	10770.0	10949.0	10686.0	10881.0	416	0	0
2011.10.06	00:00:00	10881.0	11132.0	10855.0	11107.0	329	0	0
2011.10.07	00:00:00	11107.0	11243.0	11050.0	11134.0	360	0	0
2011.10.09	00:00:00	11162.0	11208.0	11156.0	11204.0	410	0	0
2011.10.10	00:00:00	11145.0	11440.0	11145.0	11418.0	318	0	0
2011.10.11	00:00:00	11418.0	11447.0	11354.0	11360.0	129	0	0
2011.10.12	00:00:00	11360.0	11623.0	11321.0	11493.0	472	0	0
2011.10.13	00:00:00	11490.0	11540.0	11377.0	11451.0	288	0	0
2011.10.14	00:00:00	11451.0	11653.0	11423.0	11629.0	283	0	0
2011.10.17	00:00:00	11623.0	11721.0	11305.0	11338.0	548	0	0
2011.10.18	00:00:00	11338.0	11653.0	11285.0	11548.0	527	0	0
2011.10.19	00:00:00	11547.0	11634.0	11469.0	11526.0	310	0	0
2011.10.20	00:00:00	11526.0	11584.0	11389.0	11535.0	382	0	0
2011.10.21	00:00:00	11535.0	11819.0	11527.0	11816.0	304	0	0
2011.10.23	00:00:00	11769.0	11819.0	11767.0	11811.0	347	0	0
2011.10.24	00:00:00	11774.0	11941.0	11747.0	11876.0	287	0	0
2011.10.25	00:00:00	11876.0	11940.0	11682.0	11717.0	358	0	0
2011.10.26	00:00:00	11717.0	11915.0	11692.0	11881.0	283	0	0
2011.10.27	00:00:00	11881.0	12286.0	11863.0	12232.0	496	0	0
2011.10.28	00:00:00	12233.0	12250.0	12150.0	12230.0	198	0	0
2011.10.30	00:00:00	12177.0	12181.0	12163.0	12166.0	218	0	0
2011.10.31	00:00:00	12216.0	12217.0	11920.0	11939.0	318	0	0
2011.11.01	00:00:00	11937.0	11972.0	11630.0	11695.0	443	0	0
2011.11.02	00:00:00	11695.0	11877.0	11688.0	11756.0	318	0	0
2011.11.03	00:00:00	11756.0	12065.0	11648.0	12034.0	557	0	0
2011.11.04	00:00:00	12033.0	12062.0	11848.0	12000.0	396	0	0
2011.11.07	00:00:00	12014.0	12100.0	11845.0	12056.0	469	0	0
2011.11.08	00:00:00	12055.0	12186.0	11982.0	12156.0	308	0	0
2011.11.09	00:00:00	12156.0	12165.0	11731.0	11744.0	457	0	0
2011.11.10	00:00:00	11743.0	11963.0	11699.0	11893.0	379	0	0
2011.11.11	00:00:00	11893.0	12180.0	11861.0	12150.0	382	0	0
2011.11.14	00:00:00	12169.0	12240.0	12025.0	12095.0	357	0	0
2011.11.15	00:00:00	12095.0	12165.0	11953.0	12056.0	386	0	0
2011.11.16	00:00:00	12056.0	12111.0	11846.0	11866.0	341	0	0
2011.11.17	00:00:00	11866.0	11957.0	11675.0	11741.0	440	0	0
2011.11.18	00:00:00	11741.0	11889.0	11726.0	11796.0	272	0	0
2011.11.20	00:00:00	11796.0	11796.0	11693.0	11738.0	452	0	0
2011.11.21	00:00:00	11746.0	11753.0	11454.0	11528.0	381	0	0
2011.11.22	00:00:00	11528.0	11610.0	11433.0	11486.0	313	0	0
2011.11.23	00:00:00	11486.0	11486.0	11244.0	11270.0	269	0	0
2011.11.24	00:00:00	11271.0	11377.0	11200.0	11229.0	313	0	0
2011.11.25	00:00:00	11230.0	11362.0	11153.0	11208.0	397	0	0
2011.11.27	00:00:00	11345.0	11385.0	11335.0	11347.0	667	0	0
2011.11.28	00:00:00	11379.0	11563.0	11335.0	11502.0	334	0	0
2011.11.29	00:00:00	11501.0	11626.0	11464.0	11527.0	299	0	0
2011.11.30	00:00:00	11527.0	12045.0	11462.0	12014.0	680	0	0
2011.12.01	00:00:00	12014.0	12078.0	11973.0	12012.0	209	0	0
2011.12.02	00:00:00	12013.0	12185.0	12008.0	12009.0	351	0	0
2011.12.04	00:00:00	12009.0	12111.0	12009.0	12085.0	463	0	0
2011.12.05	00:00:00	12046.0	12189.0	12029.0	12069.0	298	0	0
2011.12.06	00:00:00	12070.0	12215.0	12010.0	12145.0	336	0	0
2011.12.07	00:00:00	12145.0	12258.0	12061.0	12220.0	320	0	0
2011.12.08	00:00:00	12219.0	12299.0	11964.0	12017.0	469	0	0
2011.12.09	00:00:00	12017.0	12223.0	11961.0	12218.0	324	0	0
2011.12.11	00:00:00	12218.0	12218.0	12194.0	12201.0	194	0	0
2011.12.12	00:00:00	12193.0	12225.0	11941.0	12024.0	400	0	0
2011.12.13	00:00:00	12024.0	12149.0	11903.0	11960.0	429	0	0
2011.12.14	00:00:00	11961.0	12013.0	11787.0	11830.0	322	0	0
2011.12.15	00:00:00	11831.0	11966.0	11766.0	11902.0	330	0	0
2011.12.16	00:00:00	11902.0	11977.0	11816.0	11844.0	265	0	0
2011.12.18	00:00:00	11844.0	11871.0	11842.0	11851.0	283	0	0
2011.12.19	00:00:00	11859.0	11926.0	11734.0	11800.0	326	0	0
2011.12.20	00:00:00	11800.0	12115.0	11797.0	12101.0	336	0	0
2011.12.21	00:00:00	12101.0	12224.0	11998.0	12098.0	450	0	0
2011.12.22	00:00:00	12098.0	12220.0	12061.0	12214.0	203	0	0
2011.12.23	00:00:00	12214.0	12300.0	12178.0	12285.0	174	0	0
2011.12.25	00:00:00	12285.0	12285.0	12285.0	12285.0	1	0	0
2011.12.27	00:00:00	12298.0	12328.0	12256.0	12270.0	117	0	0
2011.12.28	00:00:00	12270.0	12321.0	12139.0	12172.0	267	0	0
2011.12.29	00:00:00	12172.0	12305.0	12148.0	12285.0	202	0	0
2011.12.30	00:00:00	12285.0	12300.0	12200.0	12217.0	133	0	0
2012.01.01	00:00:00	12217.0	12217.0	12217.0	12217.0	1	0	0
2012.01.03	00:00:00	12420.0	12483.0	12388.0	12402.0	173	0	0
2012.01.04	00:00:00	12403.0	12429.0	12335.0	12411.0	181	0	0
2012.01.05	00:00:00	12411.0	12437.0	12283.0	12394.0	292	0	0
2012.01.06	00:00:00	12394.0	12463.0	12329.0	12365.0	240	0	0
2012.01.08	00:00:00	12365.0	12368.0	12309.0	12325.0	252	0	0
2012.01.09	00:00:00	12368.0	12410.0	12308.0	12404.0	169	0	0
2012.01.10	00:00:00	12405.0	12519.0	12401.0	12431.0	211	0	0
2012.01.11	00:00:00	12431.0	12463.0	12393.0	12442.0	130	0	0
2012.01.12	00:00:00	12442.0	12520.0	12384.0	12471.0	244	0	0
2012.01.13	00:00:00	12471.0	12496.0	12307.0	12451.0	359	0	0
2012.01.15	00:00:00	12423.0	12438.0	12416.0	12428.0	252	0	0
2012.01.16	00:00:00	12409.0	12479.0	12385.0	12471.0	127	0	0
2012.01.17	00:00:00	12470.0	12574.0	12464.0	12487.0	204	0	0
2012.01.18	00:00:00	12487.0	12583.0	12448.0	12564.0	194	0	0
2012.01.19	00:00:00	12564.0	12647.0	12538.0	12636.0	147	0	0
2012.01.20	00:00:00	12637.0	12721.0	12606.0	12711.0	157	0	0
2012.01.22	00:00:00	12682.0	12689.0	12673.0	12678.0	205	0	0
2012.01.23	00:00:00	12682.0	12763.0	12667.0	12702.0	173	0	0
2012.01.24	00:00:00	12702.0	12720.0	12616.0	12696.0	203	0	0
2012.01.25	00:00:00	12696.0	12779.0	12577.0	12730.0	371	0	0
2012.01.26	00:00:00	12730.0	12840.0	12694.0	12730.0	293	0	0
2012.01.27	00:00:00	12729.0	12773.0	12629.0	12663.0	223	0	0
2012.01.29	00:00:00	12675.0	12682.0	12654.0	12659.0	217	0	0
2012.01.30	00:00:00	12675.0	12682.0	12529.0	12658.0	290	0	0
2012.01.31	00:00:00	12657.0	12733.0	12566.0	12618.0	296	0	0
2012.02.01	00:00:00	12618.0	12787.0	12601.0	12716.0	275	0	0
2012.02.02	00:00:00	12715.0	12751.0	12675.0	12714.0	152	0	0
2012.02.03	00:00:00	12714.0	12878.0	12695.0	12843.0	238	0	0
2012.02.05	00:00:00	12827.0	12827.0	12807.0	12824.0	207	0	0
2012.02.06	00:00:00	12827.0	12842.0	12771.0	12832.0	138	0	0
2012.02.07	00:00:00	12832.0	12902.0	12778.0	12855.0	226	0	0
2012.02.08	00:00:00	12854.0	12905.0	12815.0	12855.0	180	0	0
2012.02.09	00:00:00	12855.0	12926.0	12826.0	12865.0	191	0	0
2012.02.10	00:00:00	12865.0	12868.0	12743.0	12803.0	189	0	0
2012.02.12	00:00:00	12862.0	12862.0	12833.0	12851.0	340	0	0
2012.02.13	00:00:00	12855.0	12899.0	12819.0	12839.0	145	0	0
2012.02.14	00:00:00	12840.0	12889.0	12787.0	12857.0	188	0	0
2012.02.15	00:00:00	12857.0	12950.0	12752.0	12758.0	298	0	0
2012.02.16	00:00:00	12758.0	12914.0	12720.0	12888.0	259	0	0
2012.02.17	00:00:00	12888.0	12966.0	12879.0	12949.0	114	0	0
2012.02.19	00:00:00	13011.0	13041.0	13011.0	13026.0	320	0	0
2012.02.20	00:00:00	13011.0	13041.0	12975.0	12983.0	105	0	0
2012.02.21	00:00:00	12985.0	13027.0	12923.0	12959.0	183	0	0
2012.02.22	00:00:00	12959.0	12996.0	12914.0	12934.0	140	0	0
2012.02.23	00:00:00	12934.0	13010.0	12881.0	13004.0	189	0	0
2012.02.24	00:00:00	13004.0	13030.0	12947.0	12976.0	139	0	0
2012.02.26	00:00:00	12977.0	12987.0	12974.0	12981.0	133	0	0
2012.02.27	00:00:00	12977.0	13028.0	12880.0	12984.0	290	0	0
2012.02.28	00:00:00	12985.0	13036.0	12954.0	13007.0	143	0	0
2012.02.29	00:00:00	13007.0	13056.0	12903.0	12936.0	236	0	0
2012.03.01	00:00:00	12936.0	13038.0	12911.0	13003.0	188	0	0
2012.03.02	00:00:00	13003.0	13004.0	12927.0	12981.0	133	0	0
2012.03.04	00:00:00	12972.0	12986.0	12971.0	12971.0	116	0	0
2012.03.05	00:00:00	12972.0	12986.0	12882.0	12972.0	209	0	0
2012.03.06	00:00:00	12972.0	12983.0	12735.0	12773.0	298	0	0
2012.03.07	00:00:00	12773.0	12859.0	12758.0	12834.0	142	0	0
2012.03.08	00:00:00	12834.0	12953.0	12828.0	12910.0	175	0	0
2012.03.09	00:00:00	12909.0	12971.0	12889.0	12930.0	144	0	0
2012.03.11	00:00:00	12925.0	12931.0	12923.0	12931.0	55	0	0
2012.03.12	00:00:00	12936.0	12976.0	12886.0	12970.0	147	0	0
2012.03.13	00:00:00	12970.0	13200.0	12970.0	13173.0	258	0	0
2012.03.14	00:00:00	13173.0	13220.0	13154.0	13179.0	127	0	0
2012.03.15	00:00:00	13179.0	13253.0	13172.0	13232.0	110	0	0
2012.03.16	00:00:00	13232.0	13289.0	13222.0	13228.0	131	0	0
2012.03.18	00:00:00	13226.0	13238.0	13219.0	13238.0	285	0	0
2012.03.19	00:00:00	13226.0	13272.0	13188.0	13229.0	166	0	0
2012.03.20	00:00:00	13229.0	13238.0	13119.0	13174.0	184	0	0
2012.03.21	00:00:00	13175.0	13225.0	13111.0	13141.0	195	0	0
2012.03.22	00:00:00	13141.0	13158.0	13017.0	13070.0	212	0	0
2012.03.23	00:00:00	13070.0	13107.0	13001.0	13098.0	185	0	0
2012.03.25	00:00:00	13125.0	13132.0	13124.0	13128.0	81	0	0
2012.03.26	00:00:00	13096.0	13281.0	13087.0	13276.0	209	0	0
2012.03.27	00:00:00	13276.0	13313.0	13179.0	13200.0	193	0	0
2012.03.28	00:00:00	13200.0	13243.0	13072.0	13128.0	271	0	0
2012.03.29	00:00:00	13128.0	13154.0	13034.0	13139.0	230	0	0
2012.03.30	00:00:00	13139.0	13224.0	13137.0	13211.0	103	0	0
2012.04.01	00:00:00	13236.0	13262.0	13236.0	13261.0	202	0	0
2012.04.02	00:00:00	13236.0	13296.0	13150.0	13246.0	283	0	0
2012.04.03	00:00:00	13246.0	13264.0	13146.0	13180.0	171	0	0
2012.04.04	00:00:00	13181.0	13184.0	13016.0	13062.0	218	0	0
2012.04.05	00:00:00	13062.0	13096.0	12987.0	13043.0	200	0	0
2012.04.06	00:00:00	13043.0	13069.0	12893.0	12915.0	225	0	0
2012.04.08	00:00:00	12921.0	12921.0	12888.0	12904.0	203	0	0
2012.04.09	00:00:00	12905.0	12977.0	12886.0	12919.0	169	0	0
2012.04.10	00:00:00	12919.0	12958.0	12708.0	12761.0	343	0	0
2012.04.11	00:00:00	12763.0	12843.0	12751.0	12814.0	134	0	0
2012.04.12	00:00:00	12812.0	13011.0	12795.0	13007.0	238	0	0
2012.04.13	00:00:00	13006.0	13028.0	12838.0	12843.0	218	0	0
2012.04.15	00:00:00	12852.0	12855.0	12824.0	12838.0	252	0	0
2012.04.16	00:00:00	12852.0	12988.0	12809.0	12917.0	294	0	0
2012.04.17	00:00:00	12919.0	13130.0	12877.0	13093.0	333	0	0
2012.04.18	00:00:00	13093.0	13108.0	13011.0	13021.0	123	0	0
2012.04.19	00:00:00	13020.0	13111.0	12895.0	12977.0	390	0	0
2012.04.20	00:00:00	12978.0	13084.0	12943.0	13045.0	216	0	0
2012.04.22	00:00:00	13021.0	13032.0	13008.0	13026.0	161	0	0
2012.04.23	00:00:00	13022.0	13033.0	12844.0	12932.0	289	0	0
2012.04.24	00:00:00	12932.0	13056.0	12927.0	13047.0	144	0	0
2012.04.25	00:00:00	13047.0	13108.0	13024.0	13087.0	129	0	0
2012.04.26	00:00:00	13087.0	13228.0	13048.0	13164.0	284	0	0
2012.04.27	00:00:00	13164.0	13267.0	13143.0	13220.0	193	0	0
2012.04.29	00:00:00	13232.0	13247.0	13227.0	13232.0	148	0	0
2012.04.30	00:00:00	13232.0	13252.0	13175.0	13225.0	148	0	0
2012.05.01	00:00:00	13225.0	13340.0	13168.0	13282.0	288	0	0
2012.05.02	00:00:00	13282.0	13305.0	13191.0	13257.0	204	0	0
2012.05.03	00:00:00	13256.0	13300.0	13174.0	13199.0	196	0	0
2012.05.04	00:00:00	13200.0	13221.0	13006.0	13013.0	244	0	0
2012.05.06	00:00:00	12932.0	12939.0	12833.0	12887.0	608	0	0
2012.05.07	00:00:00	12923.0	13048.0	12833.0	13020.0	334	0	0
2012.05.08	00:00:00	13020.0	13021.0	12806.0	12914.0	325	0	0
2012.05.09	00:00:00	12914.0	12924.0	12749.0	12812.0	249	0	0
2012.05.10	00:00:00	12813.0	12934.0	12759.0	12787.0	325	0	0
2012.05.11	00:00:00	12787.0	12919.0	12772.0	12822.0	260	0	0
2012.05.13	00:00:00	12788.0	12793.0	12756.0	12776.0	352	0	0
2012.05.14	00:00:00	12786.0	12831.0	12663.0	12713.0	264	0	0
2012.05.15	00:00:00	12714.0	12791.0	12608.0	12650.0	303	0	0
2012.05.16	00:00:00	12650.0	12724.0	12563.0	12626.0	299	0	0
2012.05.17	00:00:00	12626.0	12663.0	12427.0	12462.0	309	0	0
2012.05.18	00:00:00	12462.0	12499.0	12339.0	12354.0	213	0	0
2012.05.20	00:00:00	12363.0	12371.0	12328.0	12333.0	276	0	0
2012.05.21	00:00:00	12356.0	12511.0	12328.0	12509.0	214	0	0
2012.05.22	00:00:00	12509.0	12576.0	12447.0	12469.0	219	0	0
2012.05.23	00:00:00	12469.0	12507.0	12310.0	12431.0	357	0	0
2012.05.24	00:00:00	12431.0	12565.0	12405.0	12542.0	210	0	0
2012.05.25	00:00:00	12541.0	12601.0	12421.0	12447.0	267	0	0
2012.05.27	00:00:00	12484.0	12512.0	12484.0	12510.0	227	0	0
2012.05.28	00:00:00	12484.0	12544.0	12474.0	12478.0	135	0	0
2012.05.29	00:00:00	12478.0	12616.0	12462.0	12573.0	214	0	0
2012.05.30	00:00:00	12572.0	12579.0	12377.0	12393.0	226	0	0
2012.05.31	00:00:00	12393.0	12490.0	12318.0	12387.0	339	0	0
2012.06.01	00:00:00	12387.0	12387.0	12106.0	12111.0	287	0	0
2012.06.03	00:00:00	12116.0	12134.0	12019.0	12019.0	610	0	0
2012.06.04	00:00:00	12122.0	12143.0	11995.0	12093.0	268	0	0
2012.06.05	00:00:00	12093.0	12173.0	12043.0	12155.0	199	0	0
2012.06.06	00:00:00	12156.0	12442.0	12147.0	12438.0	309	0	0
2012.06.07	00:00:00	12438.0	12556.0	12415.0	12485.0	236	0	0
2012.06.08	00:00:00	12485.0	12588.0	12391.0	12587.0	293	0	0
2012.06.10	00:00:00	12701.0	12757.0	12697.0	12733.0	447	0	0
2012.06.11	00:00:00	12701.0	12757.0	12367.0	12394.0	474	0	0
2012.06.12	00:00:00	12393.0	12596.0	12385.0	12567.0	249	0	0
2012.06.13	00:00:00	12567.0	12598.0	12454.0	12505.0	227	0	0
2012.06.14	00:00:00	12506.0	12701.0	12477.0	12670.0	285	0	0
2012.06.15	00:00:00	12670.0	12785.0	12662.0	12785.0	132	0	0
2012.06.17	00:00:00	12840.0	12869.0	12812.0	12821.0	581	0	0
2012.06.18	00:00:00	12848.0	12869.0	12693.0	12765.0	270	0	0
2012.06.19	00:00:00	12765.0	12899.0	12726.0	12822.0	290	0	0
2012.06.20	00:00:00	12821.0	12878.0	12744.0	12822.0	268	0	0
2012.06.21	00:00:00	12822.0	12861.0	12562.0	12589.0	366	0	0
2012.06.22	00:00:00	12589.0	12677.0	12572.0	12630.0	170	0	0
2012.06.24	00:00:00	12633.0	12633.0	12602.0	12607.0	239	0	0
2012.06.25	00:00:00	12631.0	12631.0	12457.0	12513.0	231	0	0
2012.06.26	00:00:00	12512.0	12577.0	12451.0	12536.0	229	0	0
2012.06.27	00:00:00	12535.0	12646.0	12524.0	12611.0	169	0	0
2012.06.28	00:00:00	12610.0	12637.0	12445.0	12556.0	331	0	0
2012.06.29	00:00:00	12557.0	12903.0	12546.0	12882.0	390	0	0
2012.07.01	00:00:00	12895.0	12898.0	12885.0	12891.0	157	0	0
2012.07.02	00:00:00	12895.0	12918.0	12793.0	12837.0	193	0	0
2012.07.03	00:00:00	12836.0	12945.0	12816.0	12929.0	166	0	0
2012.07.04	00:00:00	12929.0	12940.0	12902.0	12910.0	58	0	0
2012.07.05	00:00:00	12911.0	12982.0	12851.0	12899.0	251	0	0
2012.07.06	00:00:00	12900.0	12909.0	12701.0	12786.0	303	0	0
2012.07.08	00:00:00	12762.0	12767.0	12753.0	12757.0	147	0	0
2012.07.09	00:00:00	12763.0	12778.0	12682.0	12742.0	172	0	0
2012.07.10	00:00:00	12742.0	12827.0	12605.0	12637.0	340	0	0
2012.07.11	00:00:00	12637.0	12709.0	12532.0	12613.0	331	0	0
2012.07.12	00:00:00	12612.0	12628.0	12489.0	12568.0	235	0	0
2012.07.13	00:00:00	12568.0	12786.0	12563.0	12779.0	236	0	0
2012.07.15	00:00:00	12776.0	12777.0	12757.0	12757.0	141	0	0
2012.07.16	00:00:00	12775.0	12777.0	12689.0	12710.0	112	0	0
2012.07.17	00:00:00	12710.0	12832.0	12644.0	12785.0	302	0	0
2012.07.18	00:00:00	12785.0	12948.0	12742.0	12935.0	263	0	0
2012.07.19	00:00:00	12935.0	12990.0	12891.0	12925.0	189	0	0
2012.07.20	00:00:00	12926.0	12928.0	12809.0	12827.0	140	0	0
2012.07.22	00:00:00	12805.0	12809.0	12784.0	12790.0	231	0	0
2012.07.23	00:00:00	12805.0	12809.0	12579.0	12682.0	338	0	0
2012.07.24	00:00:00	12683.0	12726.0	12519.0	12540.0	7930	0	0
2012.07.25	00:00:00	12541.0	12730.0	12530.0	12690.0	11046	0	0
2012.07.26	00:00:00	12691.0	12932.0	12640.0	12881.0	11700	0	0
2012.07.27	00:00:00	12880.0	13117.0	12866.0	13087.0	10971	0	0
2012.07.29	00:00:00	13062.0	13080.0	13062.0	13066.0	192	0	0
2012.07.30	00:00:00	13067.0	13129.0	13037.0	13066.0	9289	0	0
2012.07.31	00:00:00	13065.0	13110.0	12988.0	12995.0	10070	0	0
2012.08.01	00:00:00	12996.0	13078.0	12952.0	12990.0	10245	0	0
2012.08.02	00:00:00	12989.0	13081.0	12778.0	12881.0	12620	0	0
2012.08.03	00:00:00	12882.0	13136.0	12866.0	13114.0	9561	0	0
2012.08.05	00:00:00	13120.0	13129.0	13099.0	13099.0	142	0	0
2012.08.06	00:00:00	13100.0	13188.0	13088.0	13116.0	7558	0	0
2012.08.07	00:00:00	13115.0	13217.0	13103.0	13164.0	7544	0	0
2012.08.08	00:00:00	13163.0	13203.0	13092.0	13158.0	7762	0	0
2012.08.09	00:00:00	13157.0	13227.0	13125.0	13175.0	7782	0	0
2012.08.10	00:00:00	13178.0	13214.0	13094.0	13214.0	7333	0	0
2012.08.12	00:00:00	13196.0	13206.0	13195.0	13204.0	126	0	0
2012.08.13	00:00:00	13203.0	13221.0	13112.0	13166.0	7182	0	0
2012.08.14	00:00:00	13165.0	13226.0	13143.0	13144.0	7372	0	0
2012.08.15	00:00:00	13143.0	13192.0	13123.0	13161.0	6217	0	0
2012.08.16	00:00:00	13160.0	13271.0	13143.0	13246.0	6936	0	0
2012.08.17	00:00:00	13247.0	13277.0	13236.0	13268.0	6072	0	0
2012.08.19	00:00:00	13269.0	13285.0	13264.0	13272.0	149	0	0
2012.08.20	00:00:00	13273.0	13282.0	13227.0	13257.0	6120	0	0
2012.08.21	00:00:00	13256.0	13331.0	13185.0	13201.0	6791	0	0
2012.08.22	00:00:00	13200.0	13211.0	13119.0	13176.0	8053	0	0
2012.08.23	00:00:00	13175.0	13226.0	13045.0	13063.0	8107	0	0
2012.08.24	00:00:00	13065.0	13175.0	13025.0	13169.0	6515	0	0
2012.08.26	00:00:00	13170.0	13188.0	13167.0	13186.0	99	0	0
2012.08.27	00:00:00	13185.0	13197.0	13117.0	13125.0	5920	0	0
2012.08.28	00:00:00	13126.0	13149.0	13080.0	13112.0	7237	0	0
2012.08.29	00:00:00	13113.0	13146.0	13078.0	13090.0	6197	0	0
2012.08.30	00:00:00	13091.0	13094.0	12976.0	12983.0	6254	0	0
2012.08.31	00:00:00	12986.0	13154.0	12980.0	13089.0	8151	0	0
2012.09.02	00:00:00	13068.0	13096.0	13061.0	13093.0	243	0	0
2012.09.03	00:00:00	13094.0	13115.0	13024.0	13100.0	3853	0	0
2012.09.04	00:00:00	13101.0	13127.0	12975.0	13042.0	7335	0	0
2012.09.05	00:00:00	13040.0	13095.0	12990.0	13052.0	7954	0	0
2012.09.06	00:00:00	13053.0	13295.0	13048.0	13282.0	8117	0	0
2012.09.07	00:00:00	13281.0	13326.0	13269.0	13300.0	7801	0	0
2012.09.09	00:00:00	13290.0	13293.0	13287.0	13291.0	93	0	0
2012.09.10	00:00:00	13290.0	13322.0	13221.0	13235.0	5738	0	0
2012.09.11	00:00:00	13237.0	13354.0	13198.0	13288.0	6321	0	0
2012.09.12	00:00:00	13289.0	13378.0	13286.0	13355.0	8280	0	0
2012.09.13	00:00:00	13354.0	13575.0	13325.0	13538.0	8777	0	0
2012.09.14	00:00:00	13539.0	13650.0	13536.0	13593.0	7061	0	0
2012.09.16	00:00:00	13584.0	13588.0	13569.0	13570.0	65	0	0
2012.09.17	00:00:00	13569.0	13590.0	13527.0	13548.0	5185	0	0
2012.09.18	00:00:00	13549.0	13583.0	13499.0	13576.0	4854	0	0
2012.09.19	00:00:00	13577.0	13630.0	13553.0	13572.0	5160	0	0
2012.09.20	00:00:00	13571.0	13604.0	13498.0	13594.0	7339	0	0
2012.09.21	00:00:00	13595.0	13658.0	13561.0	13569.0	7330	0	0
2012.09.23	00:00:00	13559.0	13579.0	13559.0	13573.0	108	0	0
2012.09.24	00:00:00	13574.0	13604.0	13509.0	13569.0	6934	0	0
2012.09.25	00:00:00	13570.0	13621.0	13460.0	13478.0	7363	0	0
2012.09.26	00:00:00	13479.0	13498.0	13406.0	13436.0	7198	0	0
2012.09.27	00:00:00	13438.0	13525.0	13416.0	13495.0	7715	0	0
2012.09.28	00:00:00	13494.0	13501.0	13366.0	13437.0	8353	0	0
2012.09.30	00:00:00	13425.0	13431.0	13406.0	13410.0	277	0	0
2012.10.01	00:00:00	13409.0	13597.0	13384.0	13503.0	8912	0	0
2012.10.02	00:00:00	13504.0	13567.0	13418.0	13470.0	8623	0	0
2012.10.03	00:00:00	13469.0	13537.0	13429.0	13525.0	8006	0	0
2012.10.04	00:00:00	13524.0	13598.0	13501.0	13568.0	8425	0	0
2012.10.05	00:00:00	13569.0	13664.0	13552.0	13601.0	7490	0	0
2012.10.07	00:00:00	13616.0	13616.0	13583.0	13588.0	222	0	0
2012.10.08	00:00:00	13589.0	13605.0	13540.0	13566.0	6997	0	0
