<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2015.06.02	20:00:00	1193.39	1195.15	1192.57	1192.76	4789	0	33
2015.06.03	00:00:00	1192.40	1194.47	1192.40	1193.67	1212	0	33
2015.06.03	04:00:00	1193.67	1195.42	1191.67	1192.90	2572	0	33
2015.06.03	08:00:00	1192.89	1194.11	1188.67	1188.88	11926	0	33
2015.06.03	12:00:00	1188.88	1193.20	1186.53	1189.17	14760	0	33
2015.06.03	16:00:00	1189.17	1192.44	1179.35	1182.58	18899	0	33
2015.06.03	20:00:00	1182.58	1186.99	1182.43	1184.88	6310	0	33
2015.06.04	00:00:00	1184.92	1186.11	1184.52	1184.82	1453	0	33
2015.06.04	04:00:00	1184.80	1186.38	1181.85	1184.37	5770	0	33
2015.06.04	08:00:00	1184.37	1185.80	1180.35	1182.40	16320	0	33
2015.06.04	12:00:00	1182.43	1183.92	1176.51	1178.87	15841	0	33
2015.06.04	16:00:00	1178.82	1179.70	1172.80	1175.97	19916	0	33
2015.06.04	20:00:00	1176.01	1178.63	1174.60	1176.63	4765	0	33
2015.06.05	00:00:00	1176.26	1178.02	1176.14	1177.82	2301	0	33
2015.06.05	04:00:00	1177.97	1178.29	1177.05	1177.81	4286	0	34
2015.06.05	08:00:00	1177.85	1178.47	1174.59	1175.34	9482	0	33
2015.06.05	12:00:00	1175.32	1176.53	1164.83	1167.49	15268	0	33
2015.06.05	16:00:00	1167.30	1171.54	1162.69	1168.42	18289	0	33
2015.06.05	20:00:00	1168.42	1172.03	1168.06	1171.48	4202	0	33
2015.06.08	00:00:00	1170.70	1175.34	1169.11	1175.24	4004	0	34
2015.06.08	04:00:00	1175.26	1177.52	1171.78	1171.78	10255	0	33
2015.06.08	08:00:00	1171.88	1175.66	1170.77	1174.12	15843	0	33
2015.06.08	12:00:00	1174.08	1175.41	1171.28	1172.19	11465	0	33
2015.06.08	16:00:00	1172.15	1174.12	1169.43	1172.28	11225	0	33
2015.06.08	20:00:00	1172.32	1174.82	1172.12	1173.89	6943	0	33
2015.06.09	00:00:00	1173.76	1174.79	1172.42	1174.09	2838	0	33
2015.06.09	04:00:00	1174.09	1177.70	1173.92	1177.51	6497	0	33
2015.06.09	08:00:00	1177.50	1181.64	1175.02	1180.06	11537	0	33
2015.06.09	12:00:00	1180.01	1182.87	1178.64	1180.00	13341	0	33
2015.06.09	16:00:00	1179.98	1180.74	1175.35	1177.33	13217	0	33
2015.06.09	20:00:00	1177.38	1178.63	1176.24	1176.68	3415	0	33
2015.06.10	00:00:00	1176.11	1178.74	1175.96	1177.56	2125	0	33
2015.06.10	04:00:00	1177.52	1181.37	1175.15	1180.38	7706	0	34
2015.06.10	08:00:00	1180.37	1185.47	1179.81	1183.62	15660	0	33
2015.06.10	12:00:00	1183.65	1192.21	1183.21	1190.60	14343	0	33
2015.06.10	16:00:00	1190.65	1191.43	1185.60	1187.30	15168	0	33
2015.06.10	20:00:00	1187.30	1188.11	1185.50	1185.78	4381	0	33
2015.06.11	00:00:00	1185.53	1186.54	1185.09	1185.82	1318	0	33
2015.06.11	04:00:00	1185.81	1187.84	1185.70	1186.67	5438	0	33
2015.06.11	08:00:00	1186.67	1187.02	1182.78	1183.20	9776	0	33
2015.06.11	12:00:00	1183.19	1185.25	1175.50	1182.67	13518	0	33
2015.06.11	16:00:00	1182.67	1183.73	1177.50	1179.57	15009	0	33
2015.06.11	20:00:00	1179.67	1182.51	1179.53	1181.75	4097	0	33
2015.06.12	00:00:00	1181.41	1182.70	1181.24	1182.48	1601	0	34
2015.06.12	04:00:00	1182.41	1183.69	1181.79	1183.06	4918	0	33
2015.06.12	08:00:00	1183.08	1184.25	1178.59	1179.36	10587	0	33
2015.06.12	12:00:00	1179.36	1181.62	1176.55	1177.57	11326	0	33
2015.06.12	16:00:00	1177.53	1183.44	1177.17	1180.14	14556	0	33
2015.06.12	20:00:00	1180.14	1181.52	1179.58	1181.32	3259	0	33
2015.06.15	00:00:00	1180.67	1186.26	1180.47	1181.81	3261	0	34
2015.06.15	04:00:00	1181.89	1182.18	1180.12	1180.82	3246	0	33
2015.06.15	08:00:00	1180.79	1185.00	1176.76	1178.58	9091	0	33
2015.06.15	12:00:00	1178.57	1182.19	1172.71	1178.84	10693	0	33
2015.06.15	16:00:00	1178.94	1190.44	1178.18	1188.17	16567	0	33
2015.06.15	20:00:00	1188.27	1188.68	1185.51	1186.16	4983	0	33
2015.06.16	00:00:00	1185.88	1186.23	1184.78	1185.18	1275	0	33
2015.06.16	04:00:00	1185.18	1187.38	1183.72	1186.29	4269	0	33
2015.06.16	08:00:00	1186.29	1187.82	1181.80	1183.23	10043	0	33
2015.06.16	12:00:00	1183.20	1184.58	1181.71	1182.88	8225	0	33
2015.06.16	16:00:00	1182.94	1183.85	1176.00	1181.21	11361	0	33
2015.06.16	20:00:00	1181.12	1182.74	1180.83	1181.80	3410	0	33
2015.06.17	00:00:00	1181.39	1182.19	1180.12	1180.59	1737	0	33
2015.06.17	04:00:00	1180.63	1182.06	1179.18	1180.23	2568	0	33
2015.06.17	08:00:00	1180.28	1180.78	1177.94	1179.40	8420	0	33
2015.06.17	12:00:00	1179.37	1180.00	1177.79	1179.45	6507	0	33
2015.06.17	16:00:00	1179.42	1179.80	1174.54	1176.16	10344	0	33
2015.06.17	20:00:00	1176.25	1189.10	1175.79	1185.37	18888	0	33
2015.06.18	00:00:00	1185.37	1186.41	1183.53	1184.26	3207	0	34
2015.06.18	04:00:00	1184.21	1188.35	1183.96	1187.19	6442	0	34
2015.06.18	08:00:00	1187.21	1197.81	1187.01	1195.90	11553	0	33
2015.06.18	12:00:00	1195.90	1203.48	1194.70	1200.37	15092	0	33
2015.06.18	16:00:00	1200.47	1205.63	1198.15	1200.51	18674	0	33
2015.06.18	20:00:00	1200.51	1202.98	1200.31	1201.64	5187	0	33
2015.06.19	00:00:00	1201.26	1202.33	1199.93	1201.54	2550	0	34
2015.06.19	04:00:00	1201.54	1201.82	1198.98	1199.85	8030	0	34
2015.06.19	08:00:00	1199.95	1201.35	1198.27	1199.69	9092	0	33
2015.06.19	12:00:00	1199.66	1203.40	1198.92	1202.60	8941	0	33
2015.06.19	16:00:00	1202.60	1204.07	1198.57	1201.51	11182	0	33
2015.06.19	20:00:00	1201.51	1202.38	1199.57	1199.90	4567	0	33
2015.06.22	00:00:00	1198.99	1200.95	1196.55	1199.28	3156	0	34
2015.06.22	04:00:00	1199.28	1200.00	1197.94	1198.89	3705	0	34
2015.06.22	08:00:00	1198.89	1198.89	1193.04	1195.81	8212	0	33
2015.06.22	12:00:00	1195.86	1196.13	1190.97	1191.48	10031	0	33
2015.06.22	16:00:00	1191.46	1191.66	1182.05	1185.32	14277	0	33
2015.06.22	20:00:00	1185.34	1185.84	1182.87	1185.74	4459	0	33
2015.06.23	00:00:00	1185.31	1186.93	1184.22	1185.69	1727	0	34
2015.06.23	04:00:00	1185.63	1188.01	1185.03	1185.47	5759	0	33
2015.06.23	08:00:00	1185.48	1187.04	1182.01	1183.43	8179	0	33
2015.06.23	12:00:00	1183.37	1184.96	1177.10	1177.44	10946	0	33
2015.06.23	16:00:00	1177.44	1180.23	1176.10	1177.99	14617	0	33
2015.06.23	20:00:00	1177.93	1178.64	1176.18	1178.38	4147	0	33
2015.06.24	00:00:00	1178.02	1179.31	1177.62	1178.55	1159	0	34
2015.06.24	04:00:00	1178.56	1178.56	1175.96	1177.64	3500	0	33
2015.06.24	08:00:00	1177.62	1179.63	1173.75	1176.47	8459	0	33
2015.06.24	12:00:00	1176.60	1180.17	1170.78	1173.03	12446	0	33
2015.06.24	16:00:00	1173.08	1175.68	1171.32	1173.43	12015	0	33
2015.06.24	20:00:00	1173.43	1175.28	1173.26	1175.12	3825	0	33
2015.06.25	00:00:00	1174.43	1176.04	1174.37	1175.92	1132	0	34
2015.06.25	04:00:00	1175.94	1177.99	1174.71	1177.75	3138	0	33
2015.06.25	08:00:00	1177.75	1177.87	1173.34	1174.78	7636	0	33
2015.06.25	12:00:00	1174.76	1176.00	1171.73	1173.31	10610	0	33
2015.06.25	16:00:00	1173.26	1175.44	1171.49	1173.08	9939	0	33
2015.06.25	20:00:00	1173.08	1173.56	1172.20	1172.88	3735	0	33
2015.06.26	00:00:00	1172.87	1175.14	1172.60	1174.74	2411	0	34
2015.06.26	04:00:00	1174.84	1175.04	1173.83	1174.29	3195	0	33
2015.06.26	08:00:00	1174.33	1178.57	1170.07	1177.85	11565	0	33
2015.06.26	12:00:00	1177.89	1178.04	1170.98	1171.64	10173	0	33
2015.06.26	16:00:00	1171.67	1174.79	1168.28	1174.46	14297	0	33
2015.06.26	20:00:00	1174.46	1175.37	1173.34	1175.17	4482	0	33
2015.06.29	00:00:00	1184.17	1188.01	1181.72	1185.41	9312	0	33
2015.06.29	04:00:00	1185.41	1185.81	1179.77	1182.47	11683	0	33
2015.06.29	08:00:00	1182.46	1184.82	1177.14	1178.37	17469	0	33
2015.06.29	12:00:00	1178.35	1183.82	1176.02	1182.30	12832	0	33
2015.06.29	16:00:00	1182.20	1182.92	1173.77	1178.45	19225	0	33
2015.06.29	20:00:00	1178.46	1180.62	1178.26	1179.61	7853	0	33
2015.06.30	00:00:00	1179.40	1180.40	1178.19	1179.90	3076	0	33
2015.06.30	04:00:00	1179.90	1179.91	1175.79	1176.80	8525	0	34
2015.06.30	08:00:00	1176.78	1177.45	1174.06	1176.84	11212	0	33
2015.06.30	12:00:00	1176.85	1177.05	1169.56	1171.80	17222	0	33
2015.06.30	16:00:00	1171.85	1178.94	1166.64	1173.53	24633	0	33
2015.06.30	20:00:00	1173.54	1174.33	1170.97	1171.98	9167	0	33
2015.07.01	00:00:00	1172.33	1174.24	1171.48	1173.86	548	0	41
2015.07.01	04:00:00	1173.83	1174.95	1172.67	1174.13	3949	0	33
2015.07.01	08:00:00	1174.18	1174.59	1172.33	1172.68	7967	0	33
2015.07.01	12:00:00	1172.68	1173.12	1168.28	1169.86	10620	0	33
2015.07.01	16:00:00	1169.83	1173.38	1167.57	1171.44	16148	0	33
2015.07.01	20:00:00	1171.54	1171.54	1167.44	1168.38	6977	0	33
2015.07.02	00:00:00	1168.38	1168.84	1167.62	1168.24	2015	0	34
2015.07.02	04:00:00	1168.26	1168.29	1166.93	1168.03	4431	0	33
2015.07.02	08:00:00	1168.03	1168.44	1161.69	1165.43	9096	0	33
2015.07.02	12:00:00	1165.38	1166.47	1156.94	1165.78	15082	0	33
2015.07.02	16:00:00	1165.83	1168.62	1161.98	1164.96	16810	0	33
2015.07.02	20:00:00	1164.93	1169.73	1163.07	1166.03	3705	0	33
2015.07.03	00:00:00	1165.78	1167.51	1164.63	1166.22	2620	0	34
2015.07.03	04:00:00	1166.23	1167.82	1165.34	1166.95	4834	0	33
2015.07.03	08:00:00	1166.95	1170.10	1166.18	1168.67	7405	0	33
2015.07.03	12:00:00	1168.68	1169.62	1167.57	1169.34	5849	0	33
2015.07.03	16:00:00	1169.38	1169.87	1165.89	1168.07	6024	0	33
2015.07.06	00:00:00	1174.44	1175.01	1170.65	1171.99	6085	0	33
2015.07.06	04:00:00	1171.97	1171.97	1167.30	1167.42	6845	0	33
2015.07.06	08:00:00	1167.42	1168.24	1163.21	1164.79	12073	0	33
2015.07.06	12:00:00	1164.78	1166.35	1162.77	1165.05	11843	0	33
2015.07.06	16:00:00	1165.05	1172.07	1163.35	1171.92	16782	0	33
2015.07.06	20:00:00	1171.92	1174.32	1167.98	1170.05	7387	0	33
2015.07.07	00:00:00	1169.24	1170.30	1168.66	1168.66	1271	0	33
2015.07.07	04:00:00	1168.61	1169.47	1166.87	1167.15	3440	0	33
2015.07.07	08:00:00	1167.16	1169.23	1166.21	1167.13	8219	0	33
2015.07.07	12:00:00	1167.17	1168.07	1159.87	1161.49	10948	0	33
2015.07.07	16:00:00	1161.47	1161.47	1147.86	1156.38	35281	0	33
2015.07.07	20:00:00	1156.36	1158.84	1151.89	1154.91	10008	0	33
2015.07.08	00:00:00	1154.69	1156.52	1152.47	1155.86	3582	0	33
2015.07.08	04:00:00	1155.81	1155.81	1151.51	1153.92	10508	0	33
2015.07.08	08:00:00	1153.92	1154.92	1147.11	1152.27	18703	0	33
2015.07.08	12:00:00	1152.27	1157.86	1151.74	1153.76	13243	0	33
2015.07.08	16:00:00	1153.76	1164.47	1153.00	1161.68	22373	0	33
2015.07.08	20:00:00	1161.72	1164.57	1154.57	1157.91	9485	0	33
2015.07.09	00:00:00	1157.88	1159.94	1156.02	1157.17	2831	0	33
2015.07.09	04:00:00	1157.12	1159.27	1155.90	1157.42	6854	0	33
2015.07.09	08:00:00	1157.41	1166.49	1157.37	1163.70	15753	0	33
2015.07.09	12:00:00	1163.68	1167.63	1160.14	1164.37	11336	0	33
2015.07.09	16:00:00	1164.47	1167.47	1160.07	1161.08	16439	0	33
2015.07.09	20:00:00	1161.06	1161.62	1158.05	1159.06	6231	0	33
2015.07.10	00:00:00	1159.35	1161.23	1157.39	1159.87	3385	0	33
2015.07.10	04:00:00	1159.82	1162.65	1157.89	1161.46	6888	0	33
2015.07.10	08:00:00	1161.49	1163.65	1160.79	1162.82	9212	0	33
2015.07.10	12:00:00	1162.85	1163.95	1158.85	1160.40	9223	0	33
2015.07.10	16:00:00	1160.35	1165.28	1158.21	1159.86	17321	0	33
2015.07.10	20:00:00	1159.80	1164.15	1158.17	1163.10	6856	0	33
2015.07.13	00:00:00	1163.13	1164.70	1161.22	1163.52	3652	0	34
2015.07.13	04:00:00	1163.47	1164.10	1159.26	1159.90	5446	0	33
2015.07.13	08:00:00	1159.89	1161.57	1153.80	1154.77	10846	0	33
2015.07.13	12:00:00	1154.72	1158.26	1152.26	1154.09	9773	0	33
2015.07.13	16:00:00	1154.09	1159.25	1151.03	1156.73	16580	0	33
2015.07.13	20:00:00	1156.68	1158.62	1155.74	1157.78	5810	0	33
2015.07.14	00:00:00	1157.65	1158.20	1155.27	1155.93	2476	0	34
2015.07.14	04:00:00	1155.91	1156.58	1154.78	1155.20	4501	0	34
2015.07.14	08:00:00	1155.20	1157.06	1153.17	1153.91	9119	0	33
2015.07.14	12:00:00	1153.94	1158.86	1152.82	1156.17	11043	0	33
2015.07.14	16:00:00	1156.17	1159.69	1154.78	1155.08	11980	0	33
2015.07.14	20:00:00	1155.07	1155.56	1153.88	1155.52	4365	0	33
2015.07.15	00:00:00	1154.83	1156.70	1154.82	1155.92	1950	0	34
2015.07.15	04:00:00	1155.89	1156.43	1154.65	1155.46	2943	0	33
2015.07.15	08:00:00	1155.53	1155.76	1153.54	1154.94	5591	0	33
2015.07.15	12:00:00	1154.95	1155.76	1150.77	1151.69	9903	0	33
2015.07.15	16:00:00	1151.67	1151.67	1143.13	1147.48	22574	0	33
2015.07.15	20:00:00	1147.46	1149.93	1147.14	1149.18	5334	0	33
2015.07.16	00:00:00	1147.07	1149.32	1146.96	1147.76	1865	0	33
2015.07.16	04:00:00	1147.81	1147.97	1145.93	1147.13	3992	0	33
2015.07.16	08:00:00	1147.07	1147.72	1144.62	1145.28	10315	0	33
2015.07.16	12:00:00	1145.38	1146.48	1142.17	1143.32	14369	0	33
2015.07.16	16:00:00	1143.32	1147.70	1142.56	1145.17	18394	0	33
2015.07.16	20:00:00	1145.15	1146.23	1144.68	1145.14	4085	0	33
2015.07.17	00:00:00	1145.20	1145.56	1143.89	1144.08	1917	0	34
2015.07.17	04:00:00	1144.13	1145.02	1143.57	1144.49	3859	0	33
2015.07.17	08:00:00	1144.47	1145.64	1143.49	1143.78	7770	0	33
2015.07.17	12:00:00	1143.83	1144.61	1137.83	1139.48	12050	0	33
2015.07.17	16:00:00	1139.40	1139.42	1131.01	1133.84	20045	0	33
2015.07.17	20:00:00	1133.79	1134.99	1132.04	1133.90	5860	0	33
2015.07.20	00:00:00	1132.78	1133.33	1129.14	1132.61	2823	0	33
2015.07.20	04:00:00	1132.60	1132.86	1071.93	1107.73	21348	0	33
2015.07.20	08:00:00	1107.75	1119.03	1104.62	1115.37	15222	0	33
2015.07.20	12:00:00	1115.36	1116.00	1108.54	1109.71	13703	0	33
2015.07.20	16:00:00	1109.71	1113.33	1101.75	1108.02	23180	0	33
2015.07.20	20:00:00	1108.02	1108.93	1094.30	1096.44	9729	0	33
2015.07.21	00:00:00	1098.58	1103.82	1096.91	1103.69	6300	0	33
2015.07.21	04:00:00	1103.69	1105.74	1101.33	1103.97	7259	0	33
2015.07.21	08:00:00	1103.97	1109.25	1100.92	1107.84	12872	0	33
2015.07.21	12:00:00	1107.87	1109.78	1102.95	1103.28	11444	0	33
2015.07.21	16:00:00	1103.20	1109.16	1102.90	1107.26	14408	0	33
2015.07.21	20:00:00	1107.15	1107.27	1098.23	1100.93	7105	0	33
2015.07.22	00:00:00	1101.01	1103.30	1099.13	1101.05	3881	0	33
2015.07.22	04:00:00	1101.24	1102.58	1092.62	1093.97	11889	0	33
2015.07.22	08:00:00	1093.92	1097.34	1090.93	1094.29	15539	0	33
2015.07.22	12:00:00	1094.29	1096.34	1087.19	1090.25	14291	0	33
2015.07.22	16:00:00	1090.30	1096.24	1086.96	1093.83	17223	0	33
2015.07.22	20:00:00	1093.83	1094.48	1091.82	1093.94	4001	0	33
2015.07.23	00:00:00	1094.41	1095.27	1093.57	1094.47	1899	0	34
2015.07.23	04:00:00	1094.42	1099.52	1093.42	1099.22	8464	0	33
2015.07.23	08:00:00	1099.21	1105.68	1095.71	1104.54	13623	0	33
2015.07.23	12:00:00	1104.60	1104.64	1094.67	1095.81	15167	0	33
2015.07.23	16:00:00	1095.81	1098.58	1092.78	1095.15	18511	0	33
2015.07.23	20:00:00	1095.15	1095.84	1087.15	1090.36	8383	0	33
2015.07.24	00:00:00	1090.16	1091.53	1089.14	1089.63	3078	0	34
2015.07.24	04:00:00	1089.64	1089.89	1077.19	1083.37	15451	0	33
2015.07.24	08:00:00	1083.42	1086.37	1082.31	1084.02	15362	0	33
2015.07.24	12:00:00	1084.02	1084.37	1077.47	1083.50	17557	0	33
2015.07.24	16:00:00	1083.50	1088.88	1079.16	1085.71	21526	0	33
2015.07.24	20:00:00	1085.69	1101.49	1085.28	1098.98	14123	0	33
2015.07.27	00:00:00	1098.49	1100.85	1095.09	1096.75	5244	0	33
2015.07.27	04:00:00	1096.75	1099.09	1094.24	1097.63	9895	0	33
2015.07.27	08:00:00	1097.58	1104.93	1097.03	1102.22	17031	0	33
2015.07.27	12:00:00	1102.22	1102.30	1088.48	1092.25	18411	0	33
2015.07.27	16:00:00	1092.14	1102.12	1092.08	1097.23	22808	0	33
2015.07.27	20:00:00	1097.23	1097.73	1091.75	1093.91	7287	0	33
2015.07.28	00:00:00	1094.43	1095.32	1092.31	1093.83	3279	0	34
2015.07.28	04:00:00	1093.77	1096.35	1092.39	1095.26	7541	0	33
2015.07.28	08:00:00	1095.36	1098.62	1094.43	1095.55	12182	0	33
2015.07.28	12:00:00	1095.60	1096.23	1091.50	1094.27	13752	0	33
2015.07.28	16:00:00	1094.30	1098.90	1093.73	1095.07	14615	0	33
2015.07.28	20:00:00	1095.07	1097.32	1094.70	1094.95	3271	0	33
2015.07.29	00:00:00	1094.85	1096.05	1094.54	1095.87	2042	0	34
2015.07.29	04:00:00	1095.85	1097.77	1095.75	1096.71	6436	0	34
2015.07.29	08:00:00	1096.74	1099.31	1096.03	1097.04	11454	0	33
2015.07.29	12:00:00	1097.04	1097.95	1093.03	1095.07	10647	0	33
2015.07.29	16:00:00	1095.07	1098.73	1090.34	1095.38	21957	0	33
2015.07.29	20:00:00	1095.37	1101.86	1093.50	1096.88	16263	0	33
2015.07.30	00:00:00	1096.59	1098.53	1095.52	1098.04	2845	0	33
2015.07.30	04:00:00	1098.04	1098.33	1092.18	1092.80	7533	0	33
2015.07.30	08:00:00	1092.70	1094.10	1082.42	1085.50	16343	0	33
2015.07.30	12:00:00	1085.64	1088.76	1082.48	1086.68	12660	0	33
2015.07.30	16:00:00	1086.68	1095.28	1083.80	1089.44	19734	0	33
2015.07.30	20:00:00	1089.49	1091.32	1087.42	1088.40	6068	0	33
2015.07.31	00:00:00	1087.97	1089.35	1087.79	1088.69	3529	0	34
2015.07.31	04:00:00	1088.69	1088.94	1083.92	1084.06	8044	0	33
2015.07.31	08:00:00	1083.97	1086.23	1080.66	1081.97	13568	0	33
2015.07.31	12:00:00	1081.97	1091.55	1079.95	1089.44	15851	0	33
2015.07.31	16:00:00	1089.42	1103.41	1089.25	1094.16	27781	0	33
2015.07.31	20:00:00	1094.17	1099.02	1094.01	1095.50	8934	0	34
2015.08.03	00:00:00	1095.56	1096.33	1091.90	1092.83	3417	0	34
2015.08.03	04:00:00	1092.84	1097.60	1092.55	1095.24	9640	0	33
2015.08.03	08:00:00	1095.22	1097.66	1092.44	1093.42	12013	0	33
2015.08.03	12:00:00	1093.42	1094.10	1089.26	1089.78	10998	0	33
2015.08.03	16:00:00	1089.76	1093.19	1089.10	1091.37	17452	0	33
2015.08.03	20:00:00	1091.37	1091.97	1085.74	1086.50	8451	0	33
2015.08.04	00:00:00	1085.63	1085.77	1082.52	1083.61	4424	0	34
2015.08.04	04:00:00	1083.71	1084.96	1080.90	1084.38	10379	0	33
2015.08.04	08:00:00	1084.38	1092.12	1083.53	1091.02	14366	0	33
2015.08.04	12:00:00	1091.02	1094.64	1089.89	1091.54	14413	0	33
2015.08.04	16:00:00	1091.53	1093.20	1090.17	1092.19	15862	0	33
2015.08.04	20:00:00	1092.18	1092.35	1084.70	1087.50	10250	0	33
2015.08.05	00:00:00	1087.79	1087.83	1085.58	1086.36	3479	0	34
2015.08.05	04:00:00	1086.31	1087.19	1084.57	1086.66	8035	0	33
2015.08.05	08:00:00	1086.71	1088.27	1084.16	1085.71	11198	0	33
2015.08.05	12:00:00	1085.66	1092.47	1085.17	1089.85	14024	0	33
2015.08.05	16:00:00	1089.91	1090.46	1082.89	1085.83	20868	0	33
2015.08.05	20:00:00	1085.83	1086.88	1083.21	1084.89	6266	0	33
2015.08.06	00:00:00	1084.72	1085.49	1083.41	1084.14	2934	0	33
2015.08.06	04:00:00	1084.15	1085.57	1083.69	1084.36	6701	0	33
2015.08.06	08:00:00	1084.35	1087.16	1083.90	1085.07	9397	0	33
2015.08.06	12:00:00	1085.03	1087.01	1084.40	1085.59	12342	0	33
2015.08.06	16:00:00	1085.58	1093.95	1085.26	1092.22	22408	0	33
2015.08.06	20:00:00	1092.18	1093.22	1088.79	1089.32	4808	0	33
2015.08.07	00:00:00	1089.15	1090.17	1088.88	1089.76	2034	0	33
2015.08.07	04:00:00	1089.83	1091.21	1087.89	1088.73	5853	0	33
2015.08.07	08:00:00	1088.73	1097.50	1087.40	1091.97	11807	0	33
2015.08.07	12:00:00	1091.97	1093.34	1082.68	1083.53	16678	0	33
2015.08.07	16:00:00	1083.43	1099.42	1083.39	1094.19	29372	0	33
2015.08.07	20:00:00	1094.24	1095.42	1091.26	1093.94	7365	0	33
2015.08.10	00:00:00	1094.60	1094.60	1089.53	1090.44	3454	0	34
2015.08.10	04:00:00	1090.53	1096.26	1090.12	1096.12	6174	0	33
2015.08.10	08:00:00	1096.14	1098.42	1094.18	1094.99	11392	0	33
2015.08.10	12:00:00	1094.99	1096.83	1093.72	1095.07	12853	0	33
2015.08.10	16:00:00	1095.07	1108.88	1094.95	1106.63	25152	0	33
2015.08.10	20:00:00	1106.59	1106.79	1101.72	1104.23	8685	0	33
2015.08.11	00:00:00	1104.13	1106.45	1103.67	1105.43	3194	0	33
2015.08.11	04:00:00	1105.43	1107.08	1093.73	1100.28	19468	0	33
2015.08.11	08:00:00	1100.22	1119.29	1097.70	1112.77	20638	0	33
2015.08.11	12:00:00	1112.83	1114.20	1106.17	1108.44	15939	0	33
2015.08.11	16:00:00	1108.44	1112.34	1103.77	1109.13	22398	0	33
2015.08.11	20:00:00	1109.13	1109.84	1107.77	1108.77	8190	0	33
2015.08.12	00:00:00	1108.61	1110.72	1108.12	1108.95	3379	0	34
2015.08.12	04:00:00	1108.94	1113.20	1101.70	1110.47	15988	0	33
2015.08.12	08:00:00	1110.52	1119.77	1109.27	1116.57	22248	0	33
2015.08.12	12:00:00	1116.58	1121.50	1115.06	1118.04	16694	0	33
2015.08.12	16:00:00	1118.05	1125.70	1114.90	1123.81	26154	0	33
2015.08.12	20:00:00	1123.76	1125.17	1122.64	1124.32	8345	0	33
2015.08.13	00:00:00	1125.52	1125.59	1123.02	1123.90	3780	0	34
2015.08.13	04:00:00	1124.00	1126.66	1120.51	1121.02	14199	0	33
2015.08.13	08:00:00	1121.02	1123.19	1117.43	1117.92	13164	0	33
2015.08.13	12:00:00	1117.87	1118.49	1113.56	1115.49	14202	0	33
2015.08.13	16:00:00	1115.45	1118.35	1113.54	1116.31	17457	0	33
2015.08.13	20:00:00	1116.30	1116.39	1113.75	1114.91	7914	0	33
2015.08.14	00:00:00	1114.86	1115.16	1112.93	1113.70	3255	0	33
2015.08.14	04:00:00	1113.70	1115.83	1112.31	1113.29	10111	0	33
2015.08.14	08:00:00	1113.30	1117.70	1113.10	1116.65	11524	0	33
2015.08.14	12:00:00	1116.65	1120.98	1116.30	1118.03	12565	0	33
2015.08.14	16:00:00	1118.02	1120.69	1111.71	1113.58	20676	0	33
2015.08.14	20:00:00	1113.57	1115.57	1111.77	1114.62	6107	0	33
2015.08.17	00:00:00	1114.10	1115.35	1113.52	1113.88	2749	0	33
2015.08.17	04:00:00	1113.88	1117.38	1113.88	1116.64	7153	0	33
2015.08.17	08:00:00	1116.64	1119.86	1116.29	1117.33	12166	0	33
2015.08.17	12:00:00	1117.27	1122.69	1115.98	1120.65	13331	0	33
2015.08.17	16:00:00	1120.65	1121.67	1116.82	1118.90	15928	0	33
2015.08.17	20:00:00	1118.87	1119.41	1116.43	1117.32	5927	0	33
2015.08.18	00:00:00	1117.50	1118.46	1116.54	1117.51	2658	0	34
2015.08.18	04:00:00	1117.51	1119.62	1117.34	1118.41	6383	0	33
2015.08.18	08:00:00	1118.42	1120.54	1117.41	1119.79	12592	0	33
2015.08.18	12:00:00	1119.86	1121.04	1116.72	1117.10	13446	0	33
2015.08.18	16:00:00	1117.10	1119.98	1109.52	1116.16	23345	0	33
2015.08.18	20:00:00	1116.15	1118.04	1115.81	1117.42	5910	0	33
2015.08.19	00:00:00	1117.66	1118.12	1116.18	1116.90	2635	0	34
2015.08.19	04:00:00	1116.93	1118.28	1116.23	1117.43	7613	0	34
2015.08.19	08:00:00	1117.42	1124.12	1117.26	1122.40	11795	0	33
2015.08.19	12:00:00	1122.32	1124.56	1119.15	1120.68	12266	0	33
2015.08.19	16:00:00	1120.67	1130.12	1119.80	1128.82	25587	0	33
2015.08.19	20:00:00	1128.82	1134.50	1126.98	1134.04	16058	0	33
2015.08.20	00:00:00	1133.53	1134.34	1132.51	1133.73	4047	0	33
2015.08.20	04:00:00	1133.71	1139.35	1133.25	1138.28	9522	0	33
2015.08.20	08:00:00	1138.27	1142.05	1136.02	1137.50	17046	0	33
2015.08.20	12:00:00	1137.49	1143.87	1137.11	1141.17	17059	0	33
2015.08.20	16:00:00	1141.19	1153.89	1140.66	1152.37	24205	0	33
2015.08.20	20:00:00	1152.38	1153.92	1149.71	1151.90	7512	0	33
2015.08.21	00:00:00	1153.35	1155.66	1153.19	1154.02	3751	0	33
2015.08.21	04:00:00	1154.03	1168.16	1153.44	1163.90	16021	0	33
2015.08.21	08:00:00	1163.90	1165.52	1150.10	1151.26	18732	0	33
2015.08.21	12:00:00	1151.25	1156.99	1148.87	1155.43	19359	0	33
2015.08.21	16:00:00	1155.43	1161.56	1149.16	1159.82	32695	0	33
2015.08.21	20:00:00	1159.84	1160.63	1156.55	1159.79	10335	0	33
