<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2017.07.07	20:00:00	21409.80	21422.80	21396.80	21417.20	6673	66729999999993327	280
2017.07.10	00:00:00	21412.40	21425.20	21409.70	21424.70	928	9279999999999072	500
2017.07.10	04:00:00	21424.20	21447.70	21419.70	21436.20	1831	18309999999998169	500
2017.07.10	08:00:00	21436.70	21440.70	21419.40	21425.90	3004	30039999999996996	360
2017.07.10	12:00:00	21426.40	21429.40	21387.40	21388.90	3375	33749999999996625	360
2017.07.10	16:00:00	21389.40	21443.80	21363.80	21441.60	11500	114999999999988500	280
2017.07.10	20:00:00	21442.10	21442.60	21405.00	21408.00	5556	55559999999994444	280
2017.07.11	00:00:00	21403.00	21420.50	21395.90	21419.00	603	6019999999999398	500
2017.07.11	04:00:00	21418.50	21435.50	21414.00	21431.00	1342	13419999999998658	500
2017.07.11	08:00:00	21431.50	21440.20	21403.70	21413.20	2925	29249999999997075	360
2017.07.11	12:00:00	21412.20	21420.70	21387.70	21396.70	2512	25119999999997488	360
2017.07.11	16:00:00	21397.20	21439.60	21276.60	21399.30	14907	149069999999985093	280
2017.07.11	20:00:00	21399.80	21440.30	21386.30	21427.70	8368	83679999999991632	280
2017.07.12	00:00:00	21424.70	21435.70	21417.20	21417.70	853	8519999999999148	500
2017.07.12	04:00:00	21417.20	21426.20	21408.70	21419.70	1867	18669999999998133	500
2017.07.12	08:00:00	21419.20	21430.90	21413.20	21422.40	2069	20689999999997931	360
2017.07.12	12:00:00	21422.90	21536.90	21417.90	21524.40	4061	40609999999995939	360
2017.07.12	16:00:00	21523.90	21581.30	21498.20	21521.20	14770	147699999999985230	280
2017.07.12	20:00:00	21520.20	21554.20	21517.20	21536.60	7124	71239999999992876	280
2017.07.13	00:00:00	21534.60	21549.10	21529.10	21539.60	981	9799999999999020	500
2017.07.13	04:00:00	21540.10	21547.10	21536.10	21545.60	1416	14159999999998584	500
2017.07.13	08:00:00	21546.10	21560.80	21538.80	21556.30	2688	26879999999997312	360
2017.07.13	12:00:00	21555.80	21567.80	21525.30	21539.30	2949	29489999999997051	360
2017.07.13	16:00:00	21538.80	21567.30	21509.20	21555.80	10768	107679999999989232	280
2017.07.13	20:00:00	21555.30	21568.70	21542.30	21561.70	6300	62999999999993700	280
2017.07.14	00:00:00	21562.70	21567.20	21554.20	21566.70	573	5719999999999428	500
2017.07.14	04:00:00	21567.20	21574.70	21557.20	21563.70	1501	15009999999998499	500
2017.07.14	08:00:00	21563.20	21566.20	21540.40	21550.90	2013	20129999999997987	360
2017.07.14	12:00:00	21550.40	21575.90	21540.90	21575.90	3171	31709999999996829	360
2017.07.14	16:00:00	21574.90	21631.30	21522.30	21611.80	9534	95339999999990466	280
2017.07.14	20:00:00	21612.30	21681.30	21609.80	21646.70	7253	72529999999992747	280
2017.07.17	00:00:00	21654.10	21667.20	21648.70	21659.70	533	5329999999999467	280
2017.07.17	04:00:00	21659.20	21661.20	21643.20	21653.20	1298	12979999999998702	500
2017.07.17	08:00:00	21652.70	21671.40	21649.90	21653.90	2059	20589999999997941	360
2017.07.17	12:00:00	21652.90	21674.90	21636.40	21649.00	3279	32789999999996721	360
2017.07.17	16:00:00	21649.50	21653.10	21614.10	21650.10	15054	150539999999984946	280
2017.07.17	20:00:00	21650.10	21658.60	21623.10	21640.40	7140	71399999999992860	280
2017.07.18	00:00:00	21640.40	21640.40	21619.90	21622.40	796	7949999999999205	520
2017.07.18	04:00:00	21621.90	21627.90	21604.90	21624.90	2005	20049999999997995	520
2017.07.18	08:00:00	21624.90	21656.50	21613.50	21641.00	3866	38659999999996134	400
2017.07.18	12:00:00	21641.50	21647.50	21577.50	21579.50	6900	68999999999993100	400
2017.07.18	16:00:00	21579.50	21589.50	21466.10	21532.10	21622	216219999999978378	280
2017.07.18	20:00:00	21532.60	21580.10	21520.10	21569.90	8651	86509999999991349	280
2017.07.19	00:00:00	21565.60	21565.90	21549.90	21565.90	856	8549999999999145	520
2017.07.19	04:00:00	21565.90	21575.90	21560.90	21565.90	1388	13879999999998612	520
2017.07.19	08:00:00	21565.90	21572.90	21553.80	21563.30	3034	30339999999996966	360
2017.07.19	12:00:00	21562.80	21581.80	21550.80	21571.30	2595	25949999999997405	360
2017.07.19	16:00:00	21571.80	21616.10	21566.20	21598.60	10077	100769999999989923	280
2017.07.19	20:00:00	21597.60	21649.00	21596.60	21640.00	5063	50629999999994937	280
2017.07.20	00:00:00	21631.00	21635.00	21623.00	21633.00	547	5459999999999454	500
2017.07.20	04:00:00	21633.50	21636.50	21626.50	21636.00	981	9809999999999019	500
2017.07.20	08:00:00	21635.50	21672.20	21632.50	21650.20	2511	25109999999997489	360
2017.07.20	12:00:00	21649.70	21671.20	21636.20	21644.70	4635	46349999999995365	360
2017.07.20	16:00:00	21644.20	21661.60	21573.60	21625.00	14864	148639999999985136	280
2017.07.20	20:00:00	21624.50	21642.50	21607.50	21634.90	5776	57759999999994224	280
2017.07.21	00:00:00	21628.90	21636.90	21622.40	21629.40	647	6459999999999354	500
2017.07.21	04:00:00	21630.40	21632.40	21620.40	21623.40	1025	10249999999998975	500
2017.07.21	08:00:00	21622.90	21632.10	21610.10	21630.60	2228	22279999999997772	360
2017.07.21	12:00:00	21631.10	21637.10	21579.10	21580.60	4338	43379999999995662	360
2017.07.21	16:00:00	21580.10	21582.10	21499.50	21565.10	11840	118399999999988160	280
2017.07.21	20:00:00	21564.60	21579.60	21550.60	21566.00	4620	46199999999995380	280
2017.07.24	00:00:00	21567.90	21575.00	21541.00	21552.50	758	7579999999999242	500
2017.07.24	04:00:00	21552.00	21557.00	21533.50	21556.00	1225	12249999999998775	500
2017.07.24	08:00:00	21556.50	21566.50	21534.20	21535.70	3086	30859999999996914	360
2017.07.24	12:00:00	21536.20	21569.20	21525.20	21557.20	2573	25729999999997427	360
2017.07.24	16:00:00	21558.20	21578.20	21492.30	21528.80	7031	70309999999992969	280
2017.07.24	20:00:00	21528.30	21552.30	21524.30	21542.70	3448	34479999999996552	280
2017.07.25	00:00:00	21540.70	21547.20	21535.90	21543.70	289	2879999999999712	500
2017.07.25	04:00:00	21543.20	21547.20	21537.70	21542.70	629	6289999999999371	500
2017.07.25	08:00:00	21542.20	21553.90	21533.20	21548.40	2020	20199999999997980	360
2017.07.25	12:00:00	21548.90	21663.90	21547.90	21646.40	2194	21939999999997806	360
2017.07.25	16:00:00	21646.90	21685.90	21573.30	21639.60	9137	91369999999990863	280
2017.07.25	20:00:00	21640.10	21655.10	21595.10	21614.50	4058	40579999999995942	280
2017.07.26	00:00:00	21611.50	21625.00	21610.00	21614.50	416	4149999999999585	500
2017.07.26	04:00:00	21614.00	21620.00	21596.00	21600.50	891	8909999999999109	500
2017.07.26	08:00:00	21601.00	21632.70	21599.50	21629.20	2117	21169999999997883	360
2017.07.26	12:00:00	21629.70	21690.70	21624.20	21688.70	2313	23129999999997687	360
2017.07.26	16:00:00	21687.70	21736.10	21687.70	21705.40	8389	83889999999991611	280
2017.07.26	20:00:00	21704.90	21720.40	21681.40	21689.20	7916	79159999999992084	280
2017.07.27	00:00:00	21691.20	21714.20	21688.90	21713.20	811	8099999999999190	500
2017.07.27	04:00:00	21712.70	21726.70	21705.20	21723.20	1165	11649999999998835	500
2017.07.27	08:00:00	21722.70	21743.40	21714.40	21726.90	3407	34069999999996593	360
2017.07.27	12:00:00	21726.40	21732.40	21708.40	21727.90	2316	23159999999997684	360
2017.07.27	16:00:00	21728.40	21785.80	21725.40	21749.10	9833	98329999999990167	280
2017.07.27	20:00:00	21748.60	21803.00	21688.10	21796.00	18375	183749999999981625	280
2017.07.28	00:00:00	21797.00	21797.00	21747.50	21751.00	997	9959999999999004	500
2017.07.28	04:00:00	21751.50	21763.00	21737.50	21762.00	1726	17259999999998274	500
2017.07.28	08:00:00	21761.50	21784.20	21750.00	21768.70	3017	30169999999996983	360
2017.07.28	12:00:00	21769.20	21785.20	21747.20	21763.70	3267	32669999999996733	360
2017.07.28	16:00:00	21763.20	21805.90	21753.60	21790.40	12170	121699999999987830	280
2017.07.28	20:00:00	21789.90	21839.90	21785.90	21826.80	4562	45619999999995438	280
2017.07.31	00:00:00	21830.90	21831.90	21804.30	21815.80	800	7999999999999200	500
2017.07.31	04:00:00	21815.30	21826.80	21814.30	21825.30	929	9289999999999071	500
2017.07.31	08:00:00	21824.80	21902.50	21822.80	21875.50	2078	20779999999997922	360
2017.07.31	12:00:00	21876.50	21900.50	21866.50	21895.00	1563	15629999999998437	360
2017.07.31	16:00:00	21894.50	21919.10	21873.10	21913.10	9930	99299999999990070	280
2017.07.31	20:00:00	21912.60	21933.00	21894.00	21917.50	5918	59179999999994082	280
2017.08.01	00:00:00	21917.50	21936.00	21906.00	21929.50	688	6869999999999313	500
2017.08.01	04:00:00	21930.00	21997.50	21930.00	21979.50	2710	27099999999997290	500
2017.08.01	08:00:00	21980.00	22017.70	21966.00	22014.70	3120	31199999999996880	360
2017.08.01	12:00:00	22015.70	22016.70	21987.20	22004.20	3312	33119999999996688	360
2017.08.01	16:00:00	22003.70	22010.70	21941.80	21974.30	10924	109239999999989076	280
2017.08.01	20:00:00	21974.80	21987.00	21937.50	21982.00	5006	50059999999994994	280
2017.08.02	00:00:00	21982.00	22048.40	21980.50	21993.00	829	8269999999999173	500
2017.08.02	04:00:00	21993.50	22009.50	21992.50	21999.00	884	8839999999999116	500
2017.08.02	08:00:00	21999.50	22003.50	21988.20	21995.20	2318	23179999999997682	360
2017.08.02	12:00:00	21994.20	22011.20	21989.20	22002.70	2001	20009999999997999	360
2017.08.02	16:00:00	22003.20	22032.60	21963.60	21979.10	14455	144549999999985545	280
2017.08.02	20:00:00	21978.60	22024.10	21971.60	22019.10	6917	69169999999993083	280
2017.08.03	00:00:00	22015.10	22020.40	21991.60	22001.10	562	5609999999999439	500
2017.08.03	04:00:00	22000.60	22004.60	21983.10	21996.60	1128	11279999999998872	500
2017.08.03	08:00:00	21995.60	22010.30	21980.80	22001.30	3293	32929999999996707	360
2017.08.03	12:00:00	22000.30	22023.30	21993.80	22021.80	2612	26119999999997388	360
2017.08.03	16:00:00	22021.30	22038.70	21991.70	22026.60	10135	101349999999989865	280
2017.08.03	20:00:00	22027.10	22043.00	22000.10	22024.60	7000	69999999999993000	280
2017.08.04	00:00:00	22024.50	22032.00	22011.00	22029.00	648	6469999999999353	500
2017.08.04	04:00:00	22030.00	22053.00	22025.00	22050.50	773	7729999999999227	500
2017.08.04	08:00:00	22051.00	22066.70	22024.00	22055.20	3061	30609999999996939	360
2017.08.04	12:00:00	22055.70	22100.70	22050.70	22081.70	3129	31289999999996871	360
2017.08.04	16:00:00	22082.70	22089.20	22025.10	22062.10	12791	127909999999987209	280
2017.08.04	20:00:00	22062.60	22084.10	22057.60	22071.50	4882	48819999999995118	280
2017.08.07	00:00:00	22076.90	22135.00	22072.90	22127.00	777	0	500
2017.08.07	04:00:00	22126.00	22131.00	22116.00	22123.00	980	0	500
2017.08.07	08:00:00	22124.00	22125.00	22110.50	22115.70	1695	0	360
2017.08.07	12:00:00	22115.20	22115.70	22089.70	22095.50	1885	0	360
2017.08.07	16:00:00	22094.50	22120.10	22080.10	22114.10	7175	0	280
2017.08.07	20:00:00	22113.60	22123.90	22101.10	22119.90	3035	0	280
2017.08.08	00:00:00	22113.90	22114.90	22102.90	22105.90	359	0	520
2017.08.08	04:00:00	22104.90	22107.90	22089.90	22099.90	613	0	520
2017.08.08	08:00:00	22100.40	22112.50	22095.90	22106.50	1105	0	400
2017.08.08	12:00:00	22107.50	22117.50	22078.50	22097.50	1613	0	400
2017.08.08	16:00:00	22098.50	22180.10	22081.60	22138.10	10874	0	280
2017.08.08	20:00:00	22137.60	22141.10	22055.10	22075.90	10055	0	280
2017.08.09	00:00:00	22052.40	22059.90	21999.90	22014.90	1658	0	520
2017.08.09	04:00:00	22013.90	22035.40	22004.90	22033.90	2082	0	520
2017.08.09	08:00:00	22034.90	22059.50	22016.50	22042.50	3443	0	400
2017.08.09	12:00:00	22043.00	22044.50	22005.50	22026.50	4760	0	400
2017.08.09	16:00:00	22026.50	22058.10	22006.10	22017.10	17751	0	280
2017.08.09	20:00:00	22017.60	22063.90	21995.10	22060.90	8812	0	280
2017.08.10	00:00:00	22054.90	22054.90	22034.40	22043.90	762	0	520
2017.08.10	04:00:00	22042.90	22048.90	22001.90	22011.90	2223	0	520
2017.08.10	08:00:00	22012.90	22027.40	22001.50	22002.50	2876	0	400
2017.08.10	12:00:00	22002.00	22010.50	21976.50	21982.90	4344	0	360
2017.08.10	16:00:00	21983.40	21984.90	21872.40	21910.40	22479	0	280
2017.08.10	20:00:00	21910.90	21967.40	21822.80	21838.80	15604	0	280
2017.08.11	00:00:00	21834.80	21864.30	21833.40	21848.30	1293	0	500
2017.08.11	04:00:00	21848.80	21865.30	21837.30	21847.30	2212	0	500
2017.08.11	08:00:00	21848.30	21873.30	21814.00	21835.00	4984	0	360
2017.08.11	12:00:00	21834.50	21884.00	21820.00	21870.00	6306	0	360
2017.08.11	16:00:00	21869.00	21908.40	21848.40	21884.40	18988	0	280
2017.08.11	20:00:00	21884.90	21901.90	21840.90	21872.70	9782	0	280
2017.08.14	00:00:00	21879.40	21945.30	21879.40	21944.80	1403	0	500
2017.08.14	04:00:00	21944.30	21948.80	21932.30	21936.80	1702	0	500
2017.08.14	08:00:00	21937.30	21979.50	21926.80	21963.50	3245	0	360
2017.08.14	12:00:00	21963.00	21981.50	21952.50	21981.50	2401	0	360
2017.08.14	16:00:00	21980.50	22017.10	21965.00	21999.10	11407	0	280
2017.08.14	20:00:00	22000.10	22011.10	21975.10	21993.90	7311	0	280
2017.08.15	00:00:00	21986.40	22045.90	21978.90	22043.90	1446	0	520
2017.08.15	04:00:00	22042.90	22060.40	22038.90	22040.90	1735	0	520
2017.08.15	08:00:00	22041.40	22044.90	22010.50	22022.50	2579	0	400
2017.08.15	12:00:00	22022.00	22045.50	22019.00	22033.50	3224	0	400
2017.08.15	16:00:00	22034.00	22041.00	21969.10	21993.10	11513	0	280
2017.08.15	20:00:00	21992.60	22024.10	21974.10	22009.90	6932	0	280
2017.08.16	00:00:00	22000.40	22006.90	21984.90	21987.90	1020	0	520
2017.08.16	04:00:00	21988.90	21996.90	21987.90	21993.90	998	0	520
2017.08.16	08:00:00	21994.90	22061.50	21993.90	22051.50	3000	0	400
2017.08.16	12:00:00	22051.00	22056.50	22030.00	22040.50	2488	0	400
2017.08.16	16:00:00	22040.00	22084.10	22030.10	22058.10	10642	0	280
2017.08.16	20:00:00	22058.60	22066.10	22002.10	22025.90	14347	0	280
2017.08.17	00:00:00	22027.10	22027.10	21998.90	22015.90	1188	0	520
2017.08.17	04:00:00	22015.40	22020.90	22000.90	22018.90	1626	0	520
2017.08.17	08:00:00	22018.40	22036.50	22000.50	22009.50	3410	0	400
2017.08.17	12:00:00	22010.50	22019.50	21954.50	21971.00	4469	0	400
2017.08.17	16:00:00	21970.50	21981.10	21853.10	21864.10	27473	0	280
2017.08.17	20:00:00	21863.60	21866.10	21706.90	21728.90	20355	0	280
2017.08.18	00:00:00	21733.40	21764.40	21714.90	21759.90	2404	0	520
2017.08.18	04:00:00	21760.40	21774.90	21746.90	21754.90	2363	0	520
2017.08.18	08:00:00	21755.90	21767.90	21715.50	21727.50	5047	0	400
2017.08.18	12:00:00	21727.00	21765.50	21723.50	21755.50	4774	0	400
2017.08.18	16:00:00	21755.00	21791.10	21640.10	21768.10	29872	0	280
2017.08.18	20:00:00	21767.60	21777.10	21671.10	21697.60	13799	0	280
2017.08.21	00:00:00	21713.40	21736.40	21680.90	21691.90	1359	0	520
2017.08.21	04:00:00	21692.40	21695.90	21672.90	21690.90	2166	0	520
2017.08.21	08:00:00	21691.90	21693.40	21650.20	21660.20	4363	0	360
2017.08.21	12:00:00	21660.70	21708.20	21659.70	21683.70	4173	0	360
2017.08.21	16:00:00	21684.20	21699.70	21598.10	21690.70	17950	0	280
2017.08.21	20:00:00	21691.20	21720.10	21662.70	21717.10	7723	0	280
2017.08.22	00:00:00	21720.10	21762.60	21710.90	21758.60	1253	0	500
2017.08.22	04:00:00	21759.60	21771.60	21752.60	21760.60	1755	0	500
2017.08.22	08:00:00	21759.60	21792.30	21749.30	21760.30	2777	0	360
2017.08.22	12:00:00	21759.80	21777.50	21728.80	21770.50	3918	0	360
2017.08.22	16:00:00	21771.50	21861.10	21755.10	21856.10	11648	0	280
2017.08.22	20:00:00	21857.10	21914.40	21856.10	21910.40	7024	0	280
2017.08.23	00:00:00	21900.40	21910.90	21874.90	21875.90	1051	0	520
2017.08.23	04:00:00	21875.40	21889.90	21852.90	21869.90	1559	0	520
2017.08.23	08:00:00	21870.90	21889.00	21862.50	21866.00	3155	0	400
2017.08.23	12:00:00	21865.50	21871.50	21820.50	21825.50	3396	0	400
2017.08.23	16:00:00	21825.00	21864.10	21797.50	21844.10	19339	0	280
2017.08.23	20:00:00	21843.60	21849.10	21795.90	21799.90	8195	0	280
2017.08.24	00:00:00	21795.50	21805.90	21772.90	21797.90	1420	0	520
2017.08.24	04:00:00	21798.40	21818.90	21791.90	21807.90	1429	0	520
2017.08.24	08:00:00	21808.40	21842.50	21792.90	21832.50	2786	0	400
2017.08.24	12:00:00	21833.50	21879.50	21831.50	21875.50	2776	0	400
2017.08.24	16:00:00	21876.50	21877.50	21763.10	21799.10	20519	0	280
2017.08.24	20:00:00	21798.10	21833.10	21774.10	21814.40	12281	0	280
2017.08.25	00:00:00	21809.90	21815.90	21789.90	21795.90	854	0	520
2017.08.25	04:00:00	21796.40	21816.90	21778.90	21799.90	1692	0	520
2017.08.25	08:00:00	21800.40	21813.90	21768.50	21796.50	3311	0	400
2017.08.25	12:00:00	21796.00	21852.90	21784.50	21841.90	3541	0	360
2017.08.25	16:00:00	21842.40	21904.30	21811.30	21840.30	16638	0	280
2017.08.25	20:00:00	21840.80	21867.30	21811.20	21817.20	7368	0	280
2017.08.28	00:00:00	21810.90	21836.20	21779.20	21792.70	2621	0	500
2017.08.28	04:00:00	21792.20	21801.20	21780.20	21789.70	1992	0	500
2017.08.28	08:00:00	21789.20	21800.90	21761.90	21783.90	3185	0	360
2017.08.28	12:00:00	21783.40	21856.50	21782.90	21855.50	2372	0	360
2017.08.28	16:00:00	21856.00	21871.50	21764.10	21784.10	13246	0	280
2017.08.28	20:00:00	21784.60	21816.10	21777.10	21807.40	6807	0	280
2017.08.29	00:00:00	21718.90	21725.90	21647.90	21717.90	5902	0	520
2017.08.29	04:00:00	21717.40	21724.40	21673.90	21703.40	3823	0	520
2017.08.29	08:00:00	21703.90	21730.90	21648.50	21660.50	7842	0	400
2017.08.29	12:00:00	21660.00	21711.50	21647.50	21682.00	6948	0	400
2017.08.29	16:00:00	21682.50	21837.10	21661.50	21823.10	21690	0	280
2017.08.29	20:00:00	21823.60	21883.10	21810.60	21874.90	8059	0	280
2017.08.30	00:00:00	21869.90	21887.40	21860.40	21879.40	1698	0	520
2017.08.30	04:00:00	21879.90	21888.90	21870.40	21885.90	1713	0	520
2017.08.30	08:00:00	21886.90	21955.40	21883.90	21904.00	3546	0	400
2017.08.30	12:00:00	21904.50	21907.30	21850.30	21854.30	3588	0	360
2017.08.30	16:00:00	21853.30	21884.10	21830.70	21878.10	12839	0	280
2017.08.30	20:00:00	21879.10	21912.10	21856.10	21878.30	7644	0	280
2017.08.31	00:00:00	21892.30	21913.30	21877.40	21904.80	1190	0	500
2017.08.31	04:00:00	21905.80	21908.80	21893.30	21899.80	1760	0	500
2017.08.31	08:00:00	21900.80	21938.50	21895.80	21932.50	3231	0	360
2017.08.31	12:00:00	21931.50	21948.50	21913.50	21935.50	3691	0	360
2017.08.31	16:00:00	21936.00	21985.90	21906.90	21931.90	13222	0	280
2017.08.31	20:00:00	21931.40	21977.90	21911.90	21966.30	7477	0	280
2017.09.01	00:00:00	21964.30	21985.80	21964.30	21974.80	1029	0	500
2017.09.01	04:00:00	21973.80	21980.80	21969.80	21978.80	1158	0	500
2017.09.01	08:00:00	21977.80	22000.50	21972.80	21983.50	2128	0	360
2017.09.01	12:00:00	21984.00	22026.50	21978.50	22007.50	4019	0	360
2017.09.01	16:00:00	22008.50	22037.90	21977.90	22029.90	12282	0	280
2017.09.01	20:00:00	22030.90	22032.90	21976.30	21981.80	4247	0	280
2017.09.04	00:00:00	21884.90	21931.80	21880.90	21907.80	3379	0	500
2017.09.04	04:00:00	21908.30	21937.80	21905.80	21932.30	3148	0	500
2017.09.04	08:00:00	21932.80	21935.80	21898.30	21911.50	4040	0	360
2017.09.04	12:00:00	21911.00	21940.50	21911.00	21920.50	2164	0	360
2017.09.04	16:00:00	21921.00	21945.90	21910.90	21926.90	1966	0	280
2017.09.05	00:00:00	21921.90	21948.80	21910.30	21926.80	1521	0	500
2017.09.05	04:00:00	21925.80	21934.80	21913.80	21934.80	2709	0	500
2017.09.05	08:00:00	21933.80	21948.50	21926.30	21939.50	3383	0	360
2017.09.05	12:00:00	21939.00	21947.50	21906.50	21914.50	3546	0	360
2017.09.05	16:00:00	21913.50	21930.00	21723.90	21752.40	21246	0	280
2017.09.05	20:00:00	21752.90	21777.60	21706.90	21766.00	16118	0	280
2017.09.06	00:00:00	21767.00	21771.90	21742.50	21756.50	1521	0	500
2017.09.06	04:00:00	21757.00	21776.50	21745.50	21754.50	2647	0	500
2017.09.06	08:00:00	21755.00	21789.20	21753.20	21778.70	3687	0	360
2017.09.06	12:00:00	21779.20	21833.50	21749.20	21832.50	4757	0	360
2017.09.06	16:00:00	21831.50	21846.60	21790.10	21823.10	22547	0	280
2017.09.06	20:00:00	21822.10	21844.10	21807.10	21810.40	8139	0	280
2017.09.07	00:00:00	21795.40	21798.90	21755.40	21796.90	2331	0	520
2017.09.07	04:00:00	21795.90	21802.90	21775.90	21781.90	2244	0	520
2017.09.07	08:00:00	21781.40	21781.90	21758.50	21765.50	3446	0	400
2017.09.07	12:00:00	21765.00	21826.50	21765.00	21819.50	6174	0	400
2017.09.07	16:00:00	21819.00	21849.10	21744.10	21770.60	20804	0	280
2017.09.07	20:00:00	21770.10	21803.10	21743.10	21796.40	6998	0	280
2017.09.08	00:00:00	21796.50	21802.90	21755.90	21766.40	1690	0	520
2017.09.08	04:00:00	21766.90	21791.90	21748.90	21786.90	2195	0	520
2017.09.08	08:00:00	21787.00	21787.00	21720.00	21724.00	4730	0	400
2017.09.08	12:00:00	21723.00	21752.70	21709.70	21743.20	2799	0	360
2017.09.08	16:00:00	21742.70	21840.60	21726.10	21830.10	14198	0	280
2017.09.08	20:00:00	21829.60	21833.20	21784.70	21811.10	5771	0	280
2017.09.11	00:00:00	21875.90	21907.60	21872.40	21906.60	1912	0	500
2017.09.11	04:00:00	21906.10	21941.00	21904.10	21926.00	1648	0	500
2017.09.11	08:00:00	21926.50	21948.70	21923.00	21945.70	3193	0	360
2017.09.11	12:00:00	21945.20	21949.70	21918.70	21933.20	2539	0	360
2017.09.11	16:00:00	21932.70	22062.10	21931.70	22046.10	10944	0	280
2017.09.11	20:00:00	22047.10	22071.50	22039.10	22063.50	5177	0	280
2017.09.12	00:00:00	22062.50	22084.00	22056.00	22078.00	1053	0	500
2017.09.12	04:00:00	22077.50	22078.50	22060.00	22067.00	1102	0	500
2017.09.12	08:00:00	22067.50	22098.70	22066.00	22093.70	2792	0	360
2017.09.12	12:00:00	22094.70	22112.70	22089.70	22101.70	2249	0	360
2017.09.12	16:00:00	22102.20	22134.10	22083.10	22113.60	12885	0	280
2017.09.12	20:00:00	22114.10	22131.00	22096.60	22128.00	8478	0	280
2017.09.13	00:00:00	22128.00	22135.90	22112.50	22118.50	740	0	500
2017.09.13	04:00:00	22119.00	22123.50	22106.50	22114.50	1036	0	500
2017.09.13	08:00:00	22115.00	22115.50	22090.20	22108.20	1977	0	360
2017.09.13	12:00:00	22108.70	22119.20	22099.20	22112.50	2521	0	360
2017.09.13	16:00:00	22113.50	22145.10	22098.10	22136.10	12233	0	280
2017.09.13	20:00:00	22136.60	22157.90	22123.10	22152.40	6595	0	280
2017.09.14	00:00:00	22149.40	22149.40	22126.90	22140.90	1150	0	520
2017.09.14	04:00:00	22140.40	22146.90	22130.90	22134.90	1422	0	520
2017.09.14	08:00:00	22134.90	22144.50	22129.90	22143.50	1670	0	400
2017.09.14	12:00:00	22143.00	22152.50	22108.50	22117.50	4289	0	400
2017.09.14	16:00:00	22117.00	22211.60	22114.50	22209.60	10732	0	280
2017.09.14	20:00:00	22209.10	22213.60	22191.60	22207.30	5847	0	280
2017.09.15	00:00:00	22207.30	22211.40	22163.80	22184.80	3185	0	500
2017.09.15	04:00:00	22184.30	22212.80	22176.80	22208.80	1946	0	500
2017.09.15	08:00:00	22208.30	22212.80	22195.00	22208.50	2761	0	360
2017.09.15	12:00:00	22207.50	22219.50	22192.50	22194.50	4303	0	360
2017.09.15	16:00:00	22195.50	22255.10	22185.50	22243.10	9691	0	280
2017.09.15	20:00:00	22242.60	22276.10	22241.10	22263.00	5159	0	280
2017.09.18	00:00:00	22270.40	22287.00	22267.00	22284.00	993	0	500
2017.09.18	04:00:00	22283.50	22341.50	22282.00	22330.00	2180	0	500
2017.09.18	08:00:00	22329.50	22347.00	22315.70	22322.20	2313	0	360
2017.09.18	12:00:00	22321.70	22328.70	22301.20	22306.70	2066	0	360
2017.09.18	16:00:00	22307.70	22356.00	22285.10	22342.00	8412	0	280
2017.09.18	20:00:00	22343.00	22356.00	22321.50	22340.40	5674	0	280
2017.09.19	00:00:00	22335.40	22361.90	22335.40	22358.90	1196	0	500
2017.09.19	04:00:00	22358.40	22358.90	22345.90	22354.90	1348	0	500
2017.09.19	08:00:00	22355.40	22358.90	22338.60	22347.60	2435	0	360
2017.09.19	12:00:00	22348.10	22366.60	22348.10	22351.60	2071	0	360
2017.09.19	16:00:00	22350.60	22379.50	22341.00	22371.50	8150	0	280
2017.09.19	20:00:00	22371.00	22383.50	22364.50	22368.90	3381	0	280
2017.09.20	00:00:00	22370.90	22373.90	22363.40	22365.90	957	0	500
2017.09.20	04:00:00	22365.40	22384.40	22365.40	22375.40	1415	0	500
2017.09.20	08:00:00	22374.90	22387.10	22372.40	22383.60	2041	0	360
2017.09.20	12:00:00	22384.10	22384.60	22365.10	22371.10	2251	0	360
2017.09.20	16:00:00	22370.60	22395.90	22357.50	22388.90	6610	0	280
2017.09.20	20:00:00	22388.40	22427.30	22314.90	22414.30	12653	0	280
2017.09.21	00:00:00	22411.30	22425.80	22405.80	22407.30	1196	0	500
2017.09.21	04:00:00	22407.80	22416.30	22404.80	22408.80	1590	0	500
2017.09.21	08:00:00	22409.30	22411.80	22392.50	22405.50	2938	0	360
2017.09.21	12:00:00	22406.00	22412.50	22399.00	22408.50	2055	0	360
2017.09.21	16:00:00	22407.50	22412.90	22365.50	22376.50	9153	0	280
2017.09.21	20:00:00	22376.00	22381.50	22356.50	22368.90	4516	0	280
2017.09.22	00:00:00	22364.90	22371.40	22323.40	22325.40	1576	0	500
2017.09.22	04:00:00	22324.90	22328.90	22296.40	22316.40	2914	0	500
2017.09.22	08:00:00	22315.90	22349.10	22315.40	22343.10	2608	0	360
2017.09.22	12:00:00	22343.60	22363.10	22331.10	22333.10	3433	0	360
2017.09.22	16:00:00	22332.10	22362.50	22318.40	22320.40	7779	0	280
2017.09.22	20:00:00	22319.40	22357.40	22299.40	22335.80	4478	0	280
2017.09.25	00:00:00	22336.40	22377.30	22325.90	22370.30	1810	0	500
2017.09.25	04:00:00	22370.80	22372.30	22323.30	22332.80	2666	0	500
2017.09.25	08:00:00	22333.30	22335.30	22310.00	22328.00	3581	0	360
2017.09.25	12:00:00	22328.50	22337.00	22310.00	22317.00	2512	0	360
